player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Anthony Smith,122885,WR,E CAROLINA,13,15.1,6,64.0,40.9,9,22,0,8.6,6,40,156,1,66.9,51.4,72.4,,74.4,0.2,1,3,72,0.0,0,403,4,64,93.3,376,8.4,34,110.1,100,7,91.3,368,1053,376,5.9,16.5,2.8
Amare Thomas,173349,WR,HOUSTON,13,9.6,15,67.7,56.3,9,16,0,4.3,3,48,182,0,82.5,75.6,79.2,,80.3,0.0,0,4,64,0.0,0,432,0,67,91.9,397,71.5,309,121.9,99,12,28.2,122,966,475,7.1,14.4,2.43
Braylon Staley,184893,WR,TENNESSEE,13,8.4,5,69.4,30.8,4,13,0,8.1,6,37,307,0,65.4,76.3,70.7,,72.3,0.0,0,1,73,0.0,0,437,4,68,92.9,406,87.9,384,111.9,98,6,11.7,51,843,389,5.7,12.4,2.08
Parker Kingston,163251,WR,BYU,14,9.2,6,68.4,27.3,3,11,0,8.2,6,37,128,0,69.2,58.6,72.6,,75.2,0.0,0,2,75,0.0,0,380,5,67,91.3,347,60.0,228,107.0,98,5,39.5,150,928,475,7.1,13.9,2.67
Donovan Faupel,175668,WR,NEW MEX ST,12,11.1,4,62.2,45.0,9,20,0,6.2,4,37,242,1,76.6,51.8,71.6,,71.7,0.0,0,5,55,0.0,0,432,2,61,92.4,399,5.6,24,84.2,98,7,94.2,407,651,205,3.4,10.7,1.63
Sean Wilson,185332,WR,DELAWARE,13,11.2,14,70.1,54.2,13,24,0,2.9,2,34,151,1,83.0,52.7,77.2,55.0,77.8,0.0,0,0,51,0.2,1,419,0,68,93.3,391,9.1,38,108.5,97,3,90.9,381,877,247,3.6,12.9,2.24
Jordyn Tyson,157690,WR,ARIZONA ST,9,11.7,6,62.9,43.8,7,16,1,1.6,1,37,110,1,90.8,52.7,82.9,,85.3,0.0,0,1,57,0.0,0,324,2,61,92.6,300,25.0,81,108.2,97,8,74.7,242,711,263,4.3,11.7,2.37
Nik McMillan,157951,WR,BUFFALO,12,15.2,8,63.9,63.0,17,27,0,8.8,6,40,126,1,66.5,74.8,71.6,,72.5,0.2,1,4,55,0.0,0,474,2,62,95.8,454,15.0,71,90.7,97,3,84.8,402,983,243,3.9,15.9,2.17
Wyatt Young,190632,WR,N TEXAS,14,9.8,32,72.2,60.0,3,5,0,5.4,4,46,251,0,75.0,76.1,89.0,64.4,89.9,1.6,6,2,84,0.3,1,367,0,70,93.5,343,92.9,341,140.1,97,10,4.1,15,1264,768,11.0,18.1,3.69
Nick Marsh,183541,WR,MICH STATE,12,11.0,28,59.8,27.3,3,11,0,9.4,6,29,223,1,64.2,50.5,67.5,,68.5,0.0,0,2,48,0.0,0,408,2,58,94.6,386,7.6,31,92.4,97,6,92.4,377,662,276,4.8,11.4,1.72
Harrison Wallace III,145090,WR,OLE MISS,15,12.9,7,63.5,50.0,9,18,0,4.7,3,41,226,0,71.8,85.5,73.1,,77.1,0.9,4,1,55,0.0,0,444,3,61,93.9,417,18.5,82,105.1,96,4,79.7,354,934,341,5.6,15.3,2.24
Gabriel Benyard,147969,WR,KENNESAW,14,14.8,10,62.5,33.3,7,21,0,3.2,2,39,200,0,85.7,72.0,81.0,61.9,81.8,1.0,4,4,54,0.2,1,420,2,60,93.3,392,53.8,226,109.2,96,9,44.3,186,949,250,4.2,15.8,2.42
Jacquon Gibson,158762,WR,UMASS,10,9.3,11,66.3,76.9,10,13,0,8.7,6,29,216,0,66.6,79.2,71.0,,71.0,0.3,1,1,50,0.0,0,307,1,63,96.1,295,16.6,51,80.0,95,0,83.1,255,616,210,3.3,9.8,2.09
Kyre Duplessis,147082,WR,DELAWARE,13,12.1,9,63.2,38.9,7,18,0,6.3,4,36,151,1,76.0,63.3,74.1,61.9,73.1,0.4,2,1,68,0.2,1,479,1,60,93.1,446,9.4,45,104.0,95,5,90.2,432,824,303,5.1,13.7,1.85
Duce Robinson,176642,WR,FLORIDA ST,12,17.0,11,58.9,52.9,18,34,0,3.4,2,43,167,2,84.0,27.7,79.5,,80.3,0.0,0,2,82,0.0,0,375,4,56,95.2,357,19.5,73,110.9,95,6,80.5,302,1081,304,5.4,19.3,3.03
Denzel Boston,162481,WR,WASHINGTON,12,14.4,7,65.3,76.9,10,13,0,3.1,2,49,340,0,85.4,80.0,88.0,,87.2,0.5,2,4,78,0.0,0,369,0,62,97.8,361,17.6,65,116.2,95,11,81.3,300,881,305,4.9,14.2,2.44
Devin McCuin,176494,WR,UTSA,12,8.7,16,68.4,66.7,6,9,0,4.4,3,37,331,0,82.4,77.5,77.7,62.1,78.9,0.0,0,2,52,0.3,1,347,4,65,92.8,322,26.2,91,110.2,95,8,73.8,256,726,352,5.4,11.2,2.25
Tanner Koziol,156895,TE,HOUSTON,13,6.9,2,78.7,74.1,20,27,0,2.6,2,42,182,0,88.7,75.6,78.9,56.7,87.3,37.0,156,2,50,17.8,75,422,1,74,76.3,322,50.9,215,111.3,94,6,7.6,32,727,291,3.9,9.8,2.26
Braden Pegan,162463,WR,UTAH ST,12,14.7,4,63.8,55.0,11,20,0,3.2,2,38,329,0,85.7,75.7,73.7,,75.1,0.0,0,1,54,0.0,0,471,3,60,92.6,436,13.4,63,109.4,94,5,86.6,408,920,256,4.3,15.3,2.11
Jaden Bradley,144016,WR,UNLV,14,16.3,10,61.7,36.4,8,22,0,10.8,7,42,325,1,54.8,29.6,72.5,66.4,73.9,0.3,1,0,56,0.5,2,396,6,58,92.9,368,24.2,96,109.0,94,4,75.5,299,931,225,3.9,16.1,2.53
Ryan Wingo,184520,WR,TEXAS,13,12.9,12,57.4,28.6,4,14,1,11.5,7,30,311,0,57.0,75.9,70.9,,72.2,0.0,0,2,75,0.0,0,375,3,54,94.7,355,25.9,97,102.9,94,7,73.9,277,834,447,8.3,15.4,2.35
Kris Hutson,131713,WR,ARIZONA,12,13.6,3,64.5,72.7,16,22,0,4.8,3,44,109,1,74.8,50.6,75.5,,77.3,0.0,0,0,40,0.0,0,383,2,60,93.0,356,17.8,68,104.4,93,4,82.2,315,764,156,2.6,12.7,2.15
Caleb Douglas,157740,WR,TEXAS TECH,14,13.6,7,58.1,35.3,6,17,2,11.5,7,33,315,0,58.1,74.3,66.9,,68.3,0.0,0,1,61,0.0,0,497,3,54,96.0,477,16.9,84,109.0,93,7,83.1,413,846,292,5.4,15.7,1.77
Keagan Johnson,144848,WR,NEW MEXICO,12,12.4,5,64.5,47.6,10,21,0,6.3,4,38,241,0,76.0,75.2,72.5,,73.3,0.0,0,2,80,0.0,0,409,1,60,91.2,373,14.7,60,92.0,93,3,85.3,349,768,202,3.4,12.8,2.06
Zachariah Branch,174142,WR,GEORGIA,14,3.6,20,87.1,62.5,5,8,0,2.4,2,40,173,0,90.4,86.3,82.0,,82.6,1.2,4,0,47,0.0,0,342,0,81,92.4,316,79.2,271,124.5,93,6,19.0,65,811,634,7.8,10.0,2.57
Demarcus Lacey,164301,WR,MARSHALL,12,6.1,19,69.9,61.5,8,13,0,5.8,4,37,214,1,72.3,59.7,79.6,,79.4,0.0,0,2,68,0.0,0,295,2,65,94.6,279,95.3,281,104.0,93,5,4.1,12,774,532,8.2,11.9,2.77
Jordan Hudson,157298,WR,SMU,11,10.1,16,68.5,38.9,7,18,0,6.0,4,35,287,1,76.3,50.8,72.6,,74.7,0.0,0,5,70,0.0,0,384,3,63,94.8,364,16.7,64,93.8,92,6,83.3,320,785,390,6.2,12.5,2.16
Alex Perry,158184,WR,FIU,13,14.6,6,60.9,51.9,14,27,0,5.1,3,38,166,0,78.3,74.3,74.7,,76.6,0.0,0,2,64,0.0,0,416,2,56,94.5,393,14.9,62,114.4,92,9,85.1,354,840,282,5.0,15.0,2.14
CJ Williams,158471,WR,STANFORD,12,10.8,7,64.1,59.3,16,27,0,3.3,2,41,300,0,84.9,74.6,76.5,62.1,77.2,0.0,0,2,36,0.2,1,425,3,59,94.8,403,11.8,50,102.1,92,6,88.2,375,749,185,3.1,12.7,1.86
Reggie Virgil,158022,WR,TEXAS TECH,14,12.6,12,62.0,52.4,11,21,1,8.1,5,29,315,0,69.1,74.9,68.5,,67.5,0.0,0,2,42,0.0,0,493,2,57,95.5,471,15.0,74,98.3,92,6,85.0,419,705,214,3.8,12.4,1.5
Omar Cooper Jr.,156395,WR,INDIANA,16,9.7,27,75.8,50.0,7,14,0,4.2,3,44,190,0,82.9,75.9,87.4,63.1,86.0,0.8,3,1,58,0.3,1,389,0,69,94.3,367,83.3,324,143.2,91,13,15.7,61,937,494,7.2,13.6,2.55
Anthony Evans III,173530,WR,MISS STATE,13,8.7,9,73.6,53.3,8,15,0,6.9,5,35,227,2,73.1,55.4,65.1,,67.1,3.2,15,2,57,0.0,0,472,3,67,94.5,446,83.7,395,106.5,91,4,11.2,53,821,365,5.4,12.3,1.84
Chauncy Cobb,172187,WR,ARK STATE,13,6.2,19,79.1,50.0,3,6,0,5.3,4,35,113,2,79.3,60.8,68.0,,69.2,0.2,1,3,51,0.0,0,504,3,72,94.0,474,89.5,451,92.9,91,1,9.9,50,794,499,6.9,11.0,1.68
Que'Sean Brown,170041,WR,DUKE,14,10.7,15,71.4,53.8,7,13,0,1.5,1,36,154,0,90.9,80.5,71.8,,75.4,0.0,0,2,69,0.0,0,425,1,65,93.4,397,80.9,344,109.4,91,5,18.6,79,844,400,6.2,13.0,2.13
Kam Perry,156397,WR,MIAMI OH,14,18.6,4,46.2,50.0,7,14,0,10.6,5,34,221,0,61.4,73.3,77.3,66.0,77.3,0.5,2,5,66,0.3,1,389,1,42,95.1,370,60.7,236,83.8,91,6,38.8,151,965,220,5.2,23.0,2.61
Chris Dawn Jr.,172326,WR,TEXAS ST,12,11.0,22,73.3,44.4,4,9,1,4.3,3,37,314,1,82.0,52.3,74.3,,75.4,0.0,0,2,82,0.0,0,380,5,66,94.5,359,27.4,104,115.6,90,4,72.6,276,1012,535,8.1,15.3,2.82
Latrell Caples,128119,WR,BOISE ST,14,10.4,5,56.7,60.0,9,15,0,15.0,9,34,120,1,45.2,46.4,59.8,66.0,60.7,0.0,0,4,34,0.7,3,444,5,51,92.8,412,72.7,323,70.6,90,3,27.3,121,619,229,4.5,12.1,1.5
Matthew Henry,192936,WR,W KENTUCKY,13,13.3,6,61.8,61.5,8,13,0,3.5,2,40,346,0,78.3,75.0,74.4,,75.9,0.0,0,3,55,0.0,0,443,4,55,95.5,423,15.6,69,103.6,89,6,84.4,374,888,259,4.7,16.1,2.1
Chase Roberts,147528,WR,BYU,13,13.8,5,60.7,52.9,9,17,0,12.9,8,41,128,0,53.5,74.3,74.5,,76.9,0.0,0,2,85,0.0,0,365,3,54,93.7,342,26.0,95,103.3,89,6,74.0,270,802,247,4.6,14.9,2.35
Joshua Meredith,146507,WR,WASH STATE,13,9.9,7,64.0,64.3,9,14,0,5.0,3,33,341,0,79.4,74.7,72.5,,76.0,0.0,0,4,48,0.0,0,385,3,57,94.0,362,61.0,235,81.8,89,3,38.4,148,723,239,4.2,12.7,2.0
Hank Beatty,158198,WR,ILLINOIS,13,7.7,13,78.4,45.5,5,11,0,0.0,0,34,187,0,93.8,83.1,82.4,72.7,81.3,0.3,1,4,62,0.5,2,367,0,69,93.5,343,80.9,297,99.9,88,3,16.3,60,861,442,6.4,12.5,2.51
Victor Snow,158249,WR,BUFFALO,12,10.2,15,70.5,47.1,8,17,0,3.1,2,38,126,0,86.1,86.8,74.9,,74.4,0.0,0,3,75,0.0,0,468,1,62,95.7,448,93.4,437,115.8,88,8,6.4,30,821,288,4.6,13.2,1.83
Brady Boyd,127298,WR,UTAH ST,13,14.7,4,52.3,34.8,8,23,1,11.5,6,37,329,1,58.1,45.8,69.4,61.9,69.4,0.0,0,1,53,0.2,1,518,2,46,91.7,475,72.8,377,106.0,88,8,27.2,141,734,210,4.6,16.0,1.55
Kyri Shoels,188847,WR,S JOSE ST,12,14.0,9,68.2,50.0,7,14,0,6.3,4,35,285,1,75.1,49.8,63.9,,64.8,0.0,0,4,43,0.0,0,499,3,60,94.8,473,5.2,26,84.7,88,2,94.8,473,785,117,2.0,13.1,1.66
Josiah Freeman,163398,WR,FRESNO ST,12,10.9,10,59.1,37.5,9,24,0,5.5,3,27,169,0,72.2,75.6,72.6,,71.3,0.0,0,7,51,0.0,0,338,2,52,95.3,322,17.8,60,71.2,88,6,82.2,278,639,285,5.5,12.3,1.98
Cam Coleman,184398,WR,AUBURN,12,13.4,11,64.4,59.1,13,22,0,6.7,4,31,115,2,73.5,27.7,69.4,,69.5,0.0,0,0,46,0.0,0,442,0,56,94.3,417,6.8,30,108.8,87,5,93.2,412,708,118,2.1,12.6,1.7
KJ Duff,184654,WR,RUTGERS,12,17.3,4,69.0,61.1,22,36,1,4.8,3,50,278,0,80.5,75.1,83.4,,84.5,0.0,0,1,72,0.0,0,461,2,60,95.0,438,11.3,52,133.5,87,7,88.7,409,1084,192,3.2,18.1,2.47
Asaad Waseem,171909,WR,FAU,12,6.8,11,74.7,60.0,6,10,0,5.8,4,30,165,1,77.4,32.6,67.3,62.1,68.6,0.0,0,3,44,0.2,1,405,0,65,93.8,380,91.1,369,102.0,87,5,8.9,36,687,390,6.0,10.6,1.81
Na'eem Abdul-Rahim Gladding,190053,WR,DOMINION,13,13.4,7,59.8,63.6,14,22,0,3.7,2,37,263,0,82.7,76.4,75.5,62.9,77.8,0.5,2,3,46,0.5,2,365,1,52,93.7,342,80.0,292,92.6,87,6,18.4,67,669,249,4.8,12.9,1.96
O'Mega Blake,146913,WR,ARKANSAS,12,11.6,11,66.7,63.2,12,19,0,4.9,3,41,111,1,79.8,49.4,74.5,,75.0,0.0,0,6,36,0.0,0,439,2,58,94.5,415,8.9,39,84.8,87,5,91.1,400,768,254,4.4,13.2,1.85
Brenen Thompson,163865,WR,MISS STATE,13,18.4,7,65.5,33.3,4,12,1,8.1,5,41,227,0,69.1,77.5,79.0,61.0,79.9,0.0,0,2,58,0.2,1,401,2,57,94.8,380,13.2,53,120.6,87,6,86.8,348,1054,243,4.3,18.5,2.77
Elijah Sarratt,159499,WR,INDIANA,14,9.6,9,73.6,40.0,12,30,0,4.5,3,49,190,0,81.2,74.8,86.1,,87.3,0.0,0,2,49,0.0,0,366,0,64,94.3,345,13.7,50,132.9,87,15,86.3,316,824,306,4.8,12.9,2.39
Jaden Barnes,173738,WR,APP STATE,10,9.6,16,63.2,61.5,8,13,0,12.7,8,29,108,1,53.3,63.5,72.0,,71.8,0.0,0,1,59,0.0,0,322,0,55,94.1,303,79.5,256,105.8,87,7,19.9,64,605,239,4.3,11.0,2.0
Deion Burks,145107,WR,OKLAHOMA,13,8.6,10,67.4,52.9,9,17,0,4.9,3,30,261,0,80.1,75.8,64.1,,65.7,0.0,0,2,45,0.0,0,448,2,58,95.1,426,22.1,99,94.0,86,4,77.9,349,617,304,5.2,10.6,1.45
Chris Brazzell II,158409,WR,TENNESSEE,12,15.7,8,70.9,41.2,7,17,0,3.2,2,42,307,0,86.4,74.9,79.4,,80.6,0.0,0,2,72,0.0,0,424,2,61,92.5,392,5.7,24,135.1,86,9,94.3,400,1006,244,4.0,16.5,2.57
Eli Stowers,147013,TE,VANDERBILT,12,8.2,9,72.9,41.2,7,17,0,6.1,4,40,333,0,76.2,75.1,81.6,71.5,85.3,24.9,83,3,67,3.6,12,333,1,62,90.4,301,66.4,221,101.5,85,4,8.4,28,769,377,6.1,12.4,2.55
Mario Craver,184754,WR,TEXAS A&M,12,7.8,22,69.4,50.0,3,6,0,6.3,4,34,312,0,74.8,77.1,81.4,,82.7,0.0,0,4,86,0.0,0,294,1,59,95.9,282,83.0,244,101.0,85,4,16.7,49,917,575,9.7,15.5,3.25
Jordan Dwyer,158967,WR,TCU,12,12.5,7,64.7,56.5,13,23,0,6.8,4,36,305,0,74.4,81.4,71.1,,73.7,0.0,0,2,69,0.0,0,462,4,55,94.8,438,19.7,91,109.8,85,7,80.1,370,738,190,3.5,13.4,1.68
Michael Trigg,146410,TE,BAYLOR,11,11.3,17,58.8,41.2,7,17,1,12.3,7,31,118,0,54.2,73.8,72.4,62.3,77.3,27.2,104,2,42,8.9,34,382,4,50,83.5,319,69.4,265,98.8,85,6,2.9,11,694,224,4.5,13.9,2.18
Kevin Coleman Jr.,160756,WR,MISSOURI,13,7.8,18,78.6,81.8,9,11,0,2.9,2,36,229,0,87.0,86.9,78.5,62.1,79.9,0.9,3,2,50,0.3,1,346,0,66,94.8,328,87.3,302,97.0,84,1,9.8,34,732,375,5.7,11.1,2.23
Javen Nicholas,157109,WR,CHARLOTTE,12,9.4,19,71.4,40.0,6,15,0,1.6,1,33,136,1,90.4,68.1,74.8,,75.9,0.3,1,2,64,0.0,0,390,2,60,95.6,373,82.3,321,108.5,84,5,16.7,65,746,369,6.2,12.4,2.0
Ashtyn Hawkins,147222,WR,BAYLOR,12,10.7,11,63.1,45.0,9,20,1,3.6,2,27,118,1,83.0,47.0,62.1,,62.3,0.0,0,4,41,0.0,0,497,1,53,92.2,458,12.9,64,65.6,84,0,86.9,432,621,237,4.5,11.7,1.36
Trond Grizzell,146290,WR,CAL,13,13.8,5,65.5,58.1,18,31,0,6.8,4,36,130,1,74.4,74.5,68.1,,67.7,0.0,0,0,35,0.0,0,525,1,55,94.7,497,13.3,70,99.7,84,1,86.7,455,788,144,2.6,14.3,1.59
Kwazi Gilmer,184979,WR,UCLA,12,11.4,2,59.5,63.2,12,19,0,9.1,5,32,324,0,65.9,73.9,61.0,,62.9,0.2,1,3,43,0.0,0,448,7,50,96.0,430,8.3,37,79.2,84,4,91.5,410,535,117,2.3,10.7,1.24
Dalen Cobb,158341,WR,GA SOUTHRN,12,5.8,10,68.7,46.2,6,13,0,10.9,7,24,174,2,58.6,40.7,61.6,64.4,63.3,1.3,4,4,43,0.3,1,317,0,57,93.7,297,78.5,249,76.7,83,3,18.3,58,506,411,7.2,8.9,1.7
Keelan Marion,147370,WR,MIAMI FL,16,11.0,10,68.7,35.3,6,17,0,8.1,5,35,220,0,68.9,77.4,69.2,,69.4,0.0,0,3,61,0.0,0,396,2,57,96.0,380,7.1,28,89.7,83,2,92.9,368,746,319,5.6,13.1,1.96
Barion Brown,163779,WR,LSU,13,9.7,9,63.9,53.3,8,15,1,10.2,6,26,211,0,62.4,77.1,68.5,,66.9,0.0,0,2,41,0.0,0,325,4,53,92.6,301,11.4,37,76.0,83,1,88.6,288,532,272,5.1,10.0,1.77
Javon Robinson,173924,WR,GA STATE,12,5.9,18,69.9,11.1,1,9,2,6.5,4,25,175,2,69.4,48.7,63.7,,64.9,3.8,16,1,46,0.0,0,422,3,58,94.5,399,85.5,361,101.5,83,4,10.7,45,600,405,7.0,10.3,1.5
Caullin Lacy,121426,WR,LOUISVILLE,13,4.7,19,73.2,28.6,2,7,0,6.3,4,25,210,0,75.3,85.6,66.7,7.5,67.8,0.2,1,2,48,0.5,2,407,1,60,95.1,387,79.6,324,93.3,82,2,17.7,72,635,482,8.0,10.6,1.64
Cortez Braham Jr.,157366,WR,MEMPHIS,12,13.0,12,76.8,72.2,13,18,0,7.4,5,42,218,0,71.3,74.8,79.1,,80.0,0.0,0,2,73,0.0,0,387,1,63,94.1,364,4.9,19,133.6,82,8,95.1,368,889,284,4.5,14.1,2.44
Ryan Davis,97321,WR,UTAH,12,9.3,12,75.6,58.3,7,12,0,3.1,2,32,328,1,85.5,50.1,75.3,54.4,76.6,0.0,0,0,56,0.3,1,302,1,62,93.7,283,39.4,119,118.1,82,4,60.6,183,724,220,3.5,11.7,2.56
K.D. Hutchinson,163045,WR,W KENTUCKY,13,4.5,9,78.0,50.0,2,4,0,7.2,5,30,346,1,72.4,65.1,76.0,,74.4,0.0,0,5,78,0.0,0,290,0,64,96.6,280,87.9,255,83.9,82,3,10.7,31,599,447,7.0,9.4,2.14
T.J. Moore,189369,WR,CLEMSON,13,12.0,6,63.4,33.3,6,18,0,3.7,2,38,140,1,82.4,49.4,70.8,38.9,72.7,0.0,0,1,75,0.0,0,420,4,52,96.2,404,8.6,36,108.6,82,4,91.4,384,837,399,7.7,16.1,2.07
Ian Strong,170319,WR,RUTGERS,10,12.2,11,63.4,54.8,17,31,0,1.9,1,39,278,0,88.2,73.9,78.9,,80.0,0.0,0,3,45,0.0,0,377,1,52,94.4,356,0.3,1,98.7,82,5,99.7,376,762,181,3.5,14.7,2.14
Trell Harris,163133,WR,VIRGINIA,13,10.9,13,72.0,53.3,8,15,0,3.3,2,36,335,0,80.2,75.0,77.0,,77.2,0.0,0,2,75,0.0,0,395,1,59,96.5,381,20.8,82,115.2,82,5,79.2,313,847,363,6.2,14.4,2.22
Raphael Williams Jr.,149997,WR,PITTSBURGH,13,12.6,6,61.7,25.0,1,4,0,7.4,4,32,268,0,70.7,76.3,61.9,,62.6,1.2,6,5,67,0.0,0,505,3,50,94.3,476,85.5,432,92.6,81,7,11.9,60,699,190,3.8,14.0,1.47
Eric Singleton Jr.,170078,WR,AUBURN,12,6.1,15,72.5,53.3,8,15,0,4.9,3,26,115,1,73.9,56.3,64.7,,66.0,0.0,0,0,48,0.0,0,367,3,58,94.0,345,70.6,259,102.8,80,3,29.2,107,534,288,5.0,9.2,1.55
Leland Smith,190924,WR,S JOSE ST,12,16.2,9,53.8,36.8,7,19,0,4.4,2,29,285,0,73.1,73.3,62.3,,62.4,0.2,1,4,45,0.0,0,554,1,43,94.8,525,18.2,101,73.9,80,3,81.6,452,678,235,5.5,15.8,1.29
Jalil Farooq,144623,WR,MARYLAND,12,5.6,16,72.5,37.5,3,8,1,10.8,7,31,215,2,59.3,36.3,64.6,64.9,64.1,1.5,6,1,29,0.5,2,388,1,58,97.2,377,89.4,347,102.3,80,4,8.5,33,545,394,6.8,9.4,1.45
Jordan Shipp,183338,WR,N CAROLINA,12,8.9,9,75.0,53.3,8,15,0,4.8,3,35,245,0,76.1,75.4,73.1,,75.5,0.0,0,1,55,0.0,0,409,2,60,92.4,378,68.9,282,119.3,80,6,30.8,126,671,226,3.8,11.2,1.78
Sam Roush,157270,TE,STANFORD,12,6.3,3,61.3,40.0,4,10,1,12.5,7,20,300,1,53.6,44.7,57.1,68.8,56.6,65.6,297,4,69,9.5,43,453,2,49,86.3,391,29.1,132,69.0,80,2,5.1,23,545,319,6.5,11.1,1.39
Jaron Tibbs,174972,WR,KANSAS ST,12,13.1,6,58.8,57.9,11,19,0,9.6,5,30,199,1,64.9,45.2,68.5,,68.3,0.0,0,2,38,0.0,0,346,1,47,97.1,336,24.6,85,84.1,80,3,75.4,261,595,117,2.5,12.7,1.77
Shaleak Knotts,162798,WR,MARYLAND,12,15.3,6,55.7,25.0,4,16,0,12.0,6,27,215,0,55.5,73.3,65.6,,65.9,0.0,0,1,62,0.0,0,427,1,44,97.9,418,9.6,41,106.4,79,6,90.4,386,717,199,4.5,16.3,1.72
Eli Heidenreich,162554,FB,NAVY,13,12.6,8,64.6,72.2,13,18,0,3.8,2,37,237,0,76.3,85.5,92.9,53.6,94.5,8.4,18,3,82,2.3,5,214,1,51,93.0,199,22.9,49,115.0,79,6,45.8,98,941,361,7.1,18.5,4.73
Cam Ross,97105,WR,VIRGINIA,13,8.0,8,67.1,60.0,6,10,0,7.0,4,25,335,0,72.1,85.5,70.0,62.1,71.1,2.4,8,1,46,0.3,1,330,2,53,96.1,317,85.8,283,89.8,79,2,11.5,38,543,255,4.8,10.2,1.71
Jayshon Platt,156522,WR,FAU,12,13.2,6,59.0,69.2,9,13,0,8.0,4,30,165,0,63.1,37.1,64.4,61.9,64.1,0.0,0,6,48,0.2,1,533,0,46,93.6,499,4.9,26,78.7,78,5,94.9,506,715,141,3.1,15.5,1.43
Michael Jackson III,146412,WR,PURDUE,12,6.2,9,80.8,58.3,7,12,0,4.5,3,33,273,2,81.4,39.3,65.1,64.5,67.2,0.5,2,2,31,0.2,1,405,1,63,93.6,379,86.9,352,90.7,78,1,11.4,46,570,241,3.8,9.0,1.5
Myles Butler,150199,WR,MIDDLE TN,12,7.7,4,66.7,62.5,10,16,0,8.8,5,29,224,2,66.5,27.3,66.8,,68.3,0.0,0,4,52,0.0,0,366,1,52,94.3,345,91.8,336,72.5,78,2,8.2,30,518,238,4.6,10.0,1.5
Omarion Miller,171901,WR,COLORADO,11,14.2,9,58.4,61.1,11,18,0,11.8,6,26,143,1,56.8,43.2,67.9,,71.5,0.0,0,6,70,0.0,0,324,6,45,96.6,313,14.2,46,96.5,77,8,85.8,278,805,289,6.4,17.9,2.57
Donaven McCulley,144829,WR,MICHIGAN,13,14.0,6,50.6,53.3,8,15,0,7.1,3,30,222,0,70.5,73.4,66.6,,67.8,0.0,0,4,44,0.0,0,390,2,39,95.4,372,8.5,33,67.5,77,3,91.5,357,588,183,4.7,15.1,1.58
Dorian Thomas,171871,TE,NEW MEXICO,13,6.0,6,72.7,27.3,3,11,0,0.0,0,26,241,2,92.9,27.9,65.9,53.4,74.4,52.0,199,2,34,8.6,33,383,3,56,85.6,328,37.6,144,99.5,77,4,9.4,36,560,350,6.3,10.0,1.71
Marcus Sanders Jr.,158361,WR,GA SOUTHRN,13,12.7,13,64.9,53.3,8,15,0,7.4,4,35,174,1,70.3,45.9,68.3,80.0,67.1,0.0,0,1,52,1.2,6,485,3,50,94.6,459,14.0,68,115.6,77,5,85.6,415,797,335,6.7,15.9,1.74
Cole Weaver,171295,WR,MIAMI OH,14,14.4,5,58.4,52.6,10,19,0,2.2,1,33,221,0,86.2,73.3,69.7,,70.2,0.0,0,1,36,0.0,0,420,3,45,95.2,400,20.2,85,84.4,77,1,79.8,335,642,140,3.1,14.3,1.61
Ryan Coleman-Williams,191142,WR,ALABAMA,14,11.1,12,64.5,50.0,5,10,0,16.9,10,29,103,0,38.4,48.2,66.5,,66.0,0.5,2,1,75,0.0,0,392,0,49,95.7,375,55.1,216,105.6,76,4,43.9,172,689,331,6.8,14.1,1.84
Kole Wilson,168441,WR,BAYLOR,12,14.3,11,57.9,35.7,5,14,0,2.2,1,30,118,0,79.4,39.0,66.0,,68.4,0.0,0,2,64,0.0,0,373,0,44,92.5,345,89.5,334,93.7,76,5,9.4,35,591,304,6.9,13.4,1.71
Kenny Johnson,175419,WR,PITTSBURGH,13,10.3,10,63.2,33.3,4,12,0,11.1,6,30,268,0,53.2,84.1,69.0,,67.7,0.5,2,1,42,0.0,0,439,1,48,95.2,418,16.4,72,109.3,76,5,82.9,364,695,280,5.8,14.5,1.66
Dallen Bentley,176648,TE,UTAH,13,10.8,10,63.2,26.7,4,15,1,0.0,0,31,328,1,91.9,44.9,76.9,63.5,83.1,55.5,201,1,45,13.0,47,362,3,48,82.9,300,30.4,110,109.5,76,6,11.9,43,620,257,5.4,12.9,2.07
Jasaiah Gathings,145586,WR,BUFFALO,11,13.5,2,47.4,50.0,9,18,0,5.3,2,17,126,1,76.8,38.1,60.9,,60.4,0.0,0,6,39,0.0,0,396,1,36,95.7,379,4.8,19,43.5,76,3,95.2,377,396,112,3.1,11.0,1.04
Hunter Summers,169989,WR,ARK STATE,13,12.9,1,59.2,33.3,6,18,0,4.3,2,25,113,0,80.7,73.5,62.3,,62.9,0.0,0,3,43,0.0,0,455,4,45,93.0,423,14.7,67,80.3,76,4,85.3,388,507,96,2.1,11.3,1.2
